Time,Real_Difference,Drift_327125E,Drift_33559CF,Drift_329089E
1733335753.4480624,1.0020458698272705,0.0021184375000018463,0.002071250000000191,0.0020901249999951688
1733335754.4495916,1.0015034675598145,0.0019956250000063847,0.001860937499998272,0.001698250000004009
1733335755.4514318,1.0018317699432373,0.0015355000000027985,0.0016099375000067084,0.0017347499999971205
1733335756.45303,1.001573085784912,0.001857375000000161,0.001797562500001959,0.0016787500000106093
1733335757.4553752,1.0023329257965088,0.0017709374999981264,0.001981187499993098,0.002186437500000693
1733335758.4575012,1.0020947456359863,0.002243062499999837,0.0022258125000007567,0.0021419999999920947
1733335759.4594793,1.0019495487213135,0.002112249999996152,0.0020416874999966694,0.0020279999999957
1733335760.4616878,1.0021817684173584,0.0020023124999966058,0.002065625000000182,0.0021455625000044165
1733335761.4631402,1.0014245510101318,0.002136250000006612,0.001886437500004945,0.0016406875000001264
1733335762.464897,1.0017473697662354,0.0014546249999938254,0.0016123125000007121,0.0017193125000005693
1733335763.4657643,1.000826358795166,0.0008616249999988668,0.0008711874999960401,0.000876000000005206
1733335764.467822,1.0020322799682617,0.0018361875000039163,0.001878500000003669,0.0019632499999886477
1733335765.4694076,1.0015406608581543,0.0019980000000003884,0.0018760625000027176,0.0017368750000059663
1733335766.471564,1.0021483898162842,0.001717687500004672,0.00186074999999164,0.0019975000000016507
1733335767.4737332,1.0021374225616455,0.002115624999987631,0.002108625000005304,0.0021292499999958636
1733335768.475912,1.002150058746338,0.0021520625000022164,0.002170562499998141,0.002219062500003588
